Legal Entity Name,"Organization
Marketing Name","Contract
Number","Organization
Type",Plan Type,"Contract
Effective
Date",Tax Status,"Parent
Organization","CMS
Region
Responsible",Enrollment,"Legal Entity
Street","Legal Entity
Street2","Legal Entity
City","Legal
Entity
State
Code","Legal
Entity
Zip","Directory
Contact Title","Directory
Contact Last
Name","Directory
Contact
First
Name","Directory
Contact
Middle
Initial","Directory
Contact
Phone","Directory
Contact
Phone
Ext","Directory
Contact Fax",Directory Contact Email,"Directory
Contact St
Address","Directory
Contact St
Address2","Directory
Contact City","Directory
Contact
State","Directory
Contact
Zip","Directory
Contact
Last
Update",contractId,planId,pbpStatus,lastUpdatedAt,retail_pharmacy_network,mail_order_1mo_supply,mail_order_3mo_supply,insulin_retail_1mo,insulin_mail_1mo,moop_lower,moop_intermediate,moop_mandatory
"AETNA BETTER HEALTH
OF KANSAS INC.",Aetna Medicare,H8332,Local CCP,HMO/HMOPOS,01/01/2021,For Profit,"CVS Health
Corporation",Philadelphia,311,"9401 Indian
Creek Pkwy", ,Overland Park,KS,66210, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,01/13/2020,H8332,801,Submitted,5/31/2024 3:28:09 PM EDT,,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA BETTER HEALTH
OF KANSAS INC.",Aetna Medicare,H8332,Local CCP,HMO/HMOPOS,01/01/2021,For Profit,"CVS Health
Corporation",Philadelphia,311,"9401 Indian
Creek Pkwy", ,Overland Park,KS,66210, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,01/13/2020,H8332,802,Submitted,5/31/2024 3:28:10 PM EDT,,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA BETTER HEALTH
OF MICHIGAN INC.",Aetna Medicare,H2056,Local CCP,HMO/HMOPOS,01/01/2020,For Profit,"CVS Health
Corporation",Philadelphia,8307,"28588
Northwestern
Hwy, Suite 380B", ,Southfield,MI,48034, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,12/06/2018,H2056,003,Submitted,8/20/2024 5:10:11 PM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA BETTER HEALTH
OF MICHIGAN INC.",Aetna Medicare,H2056,Local CCP,HMO/HMOPOS,01/01/2020,For Profit,"CVS Health
Corporation",Philadelphia,8307,"28588
Northwestern
Hwy, Suite 380B", ,Southfield,MI,48034, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,12/06/2018,H2056,004,Submitted,8/6/2024 3:24:33 PM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA BETTER HEALTH
OF MICHIGAN INC.",Aetna Medicare,H2056,Local CCP,HMO/HMOPOS,01/01/2020,For Profit,"CVS Health
Corporation",Philadelphia,8307,"28588
Northwestern
Hwy, Suite 380B", ,Southfield,MI,48034, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,12/06/2018,H2056,005,Submitted,8/20/2024 5:10:15 PM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA BETTER HEALTH
OF MICHIGAN INC.",Aetna Medicare,H2056,Local CCP,HMO/HMOPOS,01/01/2020,For Profit,"CVS Health
Corporation",Philadelphia,8307,"28588
Northwestern
Hwy, Suite 380B", ,Southfield,MI,48034, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,12/06/2018,H2056,801,Submitted,5/31/2024 3:26:44 PM EDT,,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA BETTER HEALTH
OF MICHIGAN INC.",Aetna Medicare,H2056,Local CCP,HMO/HMOPOS,01/01/2020,For Profit,"CVS Health
Corporation",Philadelphia,8307,"28588
Northwestern
Hwy, Suite 380B", ,Southfield,MI,48034, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,12/06/2018,H2056,802,Submitted,5/31/2024 3:26:47 PM EDT,,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA BETTER HEALTH
OF MICHIGAN INC.","Aetna Better Health
Premier Plan",H8026,Demo,"Medicare-Medicaid
Plan
HMO/HMOPOS",03/01/2015,For Profit,"CVS Health
Corporation",Chicago,9043,2 Towne Square,Suite #275,Southfield,MI,48076,"Director of
Provider Expe",Koblens,Matt, ,1-855-676-5771, , ,koblensm@aetna.com,"7400 West
Campus Road", ,New Albany,OH,43054,10/13/2023,H8026,001,Submitted,11/15/2024 3:30:15 PM EST,1,,,,,,,
"AETNA BETTER HEALTH
OF OKLAHOMA INC.",Aetna Medicare,H4835,Local CCP,HMO/HMOPOS,01/01/2020,For Profit,"CVS Health
Corporation",Philadelphia,2938,"1425 Union
Meeting Road", ,Blue Bell,PA,19422, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,12/11/2018,H4835,001,Submitted,8/6/2024 4:18:29 PM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA BETTER HEALTH
OF OKLAHOMA INC.",Aetna Medicare,H4835,Local CCP,HMO/HMOPOS,01/01/2020,For Profit,"CVS Health
Corporation",Philadelphia,2938,"1425 Union
Meeting Road", ,Blue Bell,PA,19422, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,12/11/2018,H4835,002,Submitted,8/6/2024 4:18:29 PM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA BETTER HEALTH
OF OKLAHOMA INC.",Aetna Medicare,H4835,Local CCP,HMO/HMOPOS,01/01/2020,For Profit,"CVS Health
Corporation",Philadelphia,2938,"1425 Union
Meeting Road", ,Blue Bell,PA,19422, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,12/11/2018,H4835,004,Submitted,8/6/2024 4:18:29 PM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA BETTER HEALTH
OF OKLAHOMA INC.",Aetna Medicare,H4835,Local CCP,HMO/HMOPOS,01/01/2020,For Profit,"CVS Health
Corporation",Philadelphia,2938,"1425 Union
Meeting Road", ,Blue Bell,PA,19422, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,12/11/2018,H4835,005,Submitted,8/6/2024 4:18:29 PM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA BETTER HEALTH
OF OKLAHOMA INC.",Aetna Medicare,H4835,Local CCP,HMO/HMOPOS,01/01/2020,For Profit,"CVS Health
Corporation",Philadelphia,2938,"1425 Union
Meeting Road", ,Blue Bell,PA,19422, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,12/11/2018,H4835,801,Submitted,5/31/2024 3:27:08 PM EDT,,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA BETTER HEALTH
OF OKLAHOMA INC.",Aetna Medicare,H4835,Local CCP,HMO/HMOPOS,01/01/2020,For Profit,"CVS Health
Corporation",Philadelphia,2938,"1425 Union
Meeting Road", ,Blue Bell,PA,19422, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,12/11/2018,H4835,802,Submitted,5/31/2024 3:27:10 PM EDT,,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA BETTER HEALTH
OF TEXAS INC.",Aetna Medicare,H8597,Local CCP,HMO/HMOPOS,01/01/2019,For Profit,"CVS Health
Corporation",Philadelphia,21577,"750 W. Carpenter
Freeway, Suite
1200", ,Irving,TX,75039,"Lead Director,
D-SNP Prog",Penn,Linda, ,1-682-760-0262, , ,PennL1@aetna.com,"CVS Irving
Tower","750 W. John
Carpenter
Freeway",Irving,TX,75039,06/21/2022,H8597,001,Submitted,8/6/2024 2:51:37 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA BETTER HEALTH
OF TEXAS INC.",Aetna Medicare,H8597,Local CCP,HMO/HMOPOS,01/01/2019,For Profit,"CVS Health
Corporation",Philadelphia,21577,"750 W. Carpenter
Freeway, Suite
1200", ,Irving,TX,75039,"Lead Director,
D-SNP Prog",Penn,Linda, ,1-682-760-0262, , ,PennL1@aetna.com,"CVS Irving
Tower","750 W. John
Carpenter
Freeway",Irving,TX,75039,06/21/2022,H8597,002,Submitted,8/6/2024 2:51:37 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA BETTER HEALTH
OF TEXAS INC.",Aetna Medicare,H8597,Local CCP,HMO/HMOPOS,01/01/2019,For Profit,"CVS Health
Corporation",Philadelphia,21577,"750 W. Carpenter
Freeway, Suite
1200", ,Irving,TX,75039,"Lead Director,
D-SNP Prog",Penn,Linda, ,1-682-760-0262, , ,PennL1@aetna.com,"CVS Irving
Tower","750 W. John
Carpenter
Freeway",Irving,TX,75039,06/21/2022,H8597,003,Submitted,8/6/2024 2:51:37 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA BETTER HEALTH
OF WASHINGTON, INC.",Aetna Medicare,H3748,Local CCP,HMO/HMOPOS,01/01/2020,For Profit,"CVS Health
Corporation",Philadelphia,8161,"600 University
St.",Suite 920,Seattle,WA,98101, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,12/10/2018,H3748,003,Submitted,8/6/2024 3:24:32 PM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA BETTER HEALTH
OF WASHINGTON, INC.",Aetna Medicare,H3748,Local CCP,HMO/HMOPOS,01/01/2020,For Profit,"CVS Health
Corporation",Philadelphia,8161,"600 University
St.",Suite 920,Seattle,WA,98101, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,12/10/2018,H3748,006,Submitted,8/6/2024 3:24:32 PM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA BETTER HEALTH
OF WASHINGTON, INC.",Aetna Medicare,H3748,Local CCP,HMO/HMOPOS,01/01/2020,For Profit,"CVS Health
Corporation",Philadelphia,8161,"600 University
St.",Suite 920,Seattle,WA,98101, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,12/10/2018,H3748,017,Submitted,8/6/2024 3:24:32 PM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA BETTER HEALTH
OF WASHINGTON, INC.",Aetna Medicare,H3748,Local CCP,HMO/HMOPOS,01/01/2020,For Profit,"CVS Health
Corporation",Philadelphia,8161,"600 University
St.",Suite 920,Seattle,WA,98101, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,12/10/2018,H3748,801,Submitted,5/31/2024 3:27:00 PM EDT,,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA BETTER HEALTH
OF WASHINGTON, INC.",Aetna Medicare,H3748,Local CCP,HMO/HMOPOS,01/01/2020,For Profit,"CVS Health
Corporation",Philadelphia,8161,"600 University
St.",Suite 920,Seattle,WA,98101, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,12/10/2018,H3748,802,Submitted,5/31/2024 3:27:01 PM EDT,,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA BETTER HEALTH
PREMIER PLAN MMAI INC.","Aetna Better Health
Premier Plan",H2506,Demo,"Medicare-Medicaid
Plan
HMO/HMOPOS",02/01/2014,For Profit,"CVS Health
Corporation",Dallas,14150,"3200 Highland
Ave.","Third Floor
MC F661",Downers Grove,IL,60515,"Director of
Provider Expe",Koblens,Matt, ,1-866-600-2139, , ,koblensm@aetna.com,"7400 West
Campus Road", ,New Albany,OH,43054,10/13/2023,H2506,001,Submitted,8/2/2024 12:21:14 PM EDT,1,,,,,,,
"AETNA BETTER HEALTH,
INC. (LA)",Aetna Medicare,H3239,Local CCP,HMO/HMOPOS,01/01/2019,For Profit,"CVS Health
Corporation",Philadelphia,35154,"2400 Veterans
Memorial
Boulevard, Suite
200", ,Kenner,LA,70062, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,01/25/2018,H3239,001,Submitted,8/6/2024 3:18:42 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA BETTER HEALTH,
INC. (LA)",Aetna Medicare,H3239,Local CCP,HMO/HMOPOS,01/01/2019,For Profit,"CVS Health
Corporation",Philadelphia,35154,"2400 Veterans
Memorial
Boulevard, Suite
200", ,Kenner,LA,70062, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,01/25/2018,H3239,002,Submitted,8/6/2024 3:18:42 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA BETTER HEALTH,
INC. (LA)",Aetna Medicare,H3239,Local CCP,HMO/HMOPOS,01/01/2019,For Profit,"CVS Health
Corporation",Philadelphia,35154,"2400 Veterans
Memorial
Boulevard, Suite
200", ,Kenner,LA,70062, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,01/25/2018,H3239,003,Submitted,8/6/2024 3:18:48 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA BETTER HEALTH,
INC. (LA)",Aetna Medicare,H3239,Local CCP,HMO/HMOPOS,01/01/2019,For Profit,"CVS Health
Corporation",Philadelphia,35154,"2400 Veterans
Memorial
Boulevard, Suite
200", ,Kenner,LA,70062, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,01/25/2018,H3239,005,Submitted,8/6/2024 3:18:48 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA BETTER HEALTH,
INC. (LA)",Aetna Medicare,H3239,Local CCP,HMO/HMOPOS,01/01/2019,For Profit,"CVS Health
Corporation",Philadelphia,35154,"2400 Veterans
Memorial
Boulevard, Suite
200", ,Kenner,LA,70062, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,01/25/2018,H3239,006,Submitted,8/6/2024 3:18:50 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA BETTER HEALTH,
INC. (LA)",Aetna Medicare,H3239,Local CCP,HMO/HMOPOS,01/01/2019,For Profit,"CVS Health
Corporation",Philadelphia,35154,"2400 Veterans
Memorial
Boulevard, Suite
200", ,Kenner,LA,70062, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,01/25/2018,H3239,007,Submitted,8/6/2024 3:18:50 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA BETTER HEALTH,
INC. (LA)",Aetna Medicare,H3239,Local CCP,HMO/HMOPOS,01/01/2019,For Profit,"CVS Health
Corporation",Philadelphia,35154,"2400 Veterans
Memorial
Boulevard, Suite
200", ,Kenner,LA,70062, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,01/25/2018,H3239,008,Submitted,8/6/2024 3:18:50 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA BETTER HEALTH,
INC. (LA)",Aetna Medicare,H3239,Local CCP,HMO/HMOPOS,01/01/2019,For Profit,"CVS Health
Corporation",Philadelphia,35154,"2400 Veterans
Memorial
Boulevard, Suite
200", ,Kenner,LA,70062, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,01/25/2018,H3239,010,Submitted,8/6/2024 3:18:50 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA BETTER HEALTH,
INC. (LA)",Aetna Medicare,H3239,Local CCP,HMO/HMOPOS,01/01/2019,For Profit,"CVS Health
Corporation",Philadelphia,35154,"2400 Veterans
Memorial
Boulevard, Suite
200", ,Kenner,LA,70062, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,01/25/2018,H3239,012,Submitted,8/6/2024 3:18:56 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA BETTER HEALTH,
INC. (LA)",Aetna Medicare,H3239,Local CCP,HMO/HMOPOS,01/01/2019,For Profit,"CVS Health
Corporation",Philadelphia,35154,"2400 Veterans
Memorial
Boulevard, Suite
200", ,Kenner,LA,70062, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,01/25/2018,H3239,013,Submitted,8/6/2024 3:18:56 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA BETTER HEALTH,
INC. (LA)",Aetna Medicare,H3239,Local CCP,HMO/HMOPOS,01/01/2019,For Profit,"CVS Health
Corporation",Philadelphia,35154,"2400 Veterans
Memorial
Boulevard, Suite
200", ,Kenner,LA,70062, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,01/25/2018,H3239,014,Submitted,8/6/2024 3:18:57 PM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA BETTER HEALTH,
INC. (LA)",Aetna Medicare,H3239,Local CCP,HMO/HMOPOS,01/01/2019,For Profit,"CVS Health
Corporation",Philadelphia,35154,"2400 Veterans
Memorial
Boulevard, Suite
200", ,Kenner,LA,70062, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,01/25/2018,H3239,015,Submitted,8/6/2024 3:18:57 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA BETTER HEALTH,
INC. (LA)",Aetna Medicare,H3239,Local CCP,HMO/HMOPOS,01/01/2019,For Profit,"CVS Health
Corporation",Philadelphia,35154,"2400 Veterans
Memorial
Boulevard, Suite
200", ,Kenner,LA,70062, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,01/25/2018,H3239,016,Submitted,8/6/2024 3:18:57 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA BETTER HEALTH,
INC. (LA)",Aetna Medicare,H3239,Local CCP,HMO/HMOPOS,01/01/2019,For Profit,"CVS Health
Corporation",Philadelphia,35154,"2400 Veterans
Memorial
Boulevard, Suite
200", ,Kenner,LA,70062, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,01/25/2018,H3239,017,Submitted,8/6/2024 3:18:57 PM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA BETTER HEALTH,
INC. (LA)",Aetna Medicare,H3239,Local CCP,HMO/HMOPOS,01/01/2019,For Profit,"CVS Health
Corporation",Philadelphia,35154,"2400 Veterans
Memorial
Boulevard, Suite
200", ,Kenner,LA,70062, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,01/25/2018,H3239,018,Submitted,8/6/2024 3:19:03 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA BETTER HEALTH,
INC. (LA)",Aetna Medicare,H3239,Local CCP,HMO/HMOPOS,01/01/2019,For Profit,"CVS Health
Corporation",Philadelphia,35154,"2400 Veterans
Memorial
Boulevard, Suite
200", ,Kenner,LA,70062, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,01/25/2018,H3239,019,Submitted,8/6/2024 3:19:03 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA BETTER HEALTH,
INC. (LA)",Aetna Medicare,H3239,Local CCP,HMO/HMOPOS,01/01/2019,For Profit,"CVS Health
Corporation",Philadelphia,35154,"2400 Veterans
Memorial
Boulevard, Suite
200", ,Kenner,LA,70062, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,01/25/2018,H3239,020,Submitted,8/6/2024 3:19:05 PM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA BETTER HEALTH,
INC. (LA)",Aetna Medicare,H3239,Local CCP,HMO/HMOPOS,01/01/2019,For Profit,"CVS Health
Corporation",Philadelphia,35154,"2400 Veterans
Memorial
Boulevard, Suite
200", ,Kenner,LA,70062, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,01/25/2018,H3239,021,Submitted,8/9/2024 1:36:11 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA BETTER HEALTH,
INC. (LA)",Aetna Medicare,H3239,Local CCP,HMO/HMOPOS,01/01/2019,For Profit,"CVS Health
Corporation",Philadelphia,35154,"2400 Veterans
Memorial
Boulevard, Suite
200", ,Kenner,LA,70062, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,01/25/2018,H3239,022,Submitted,8/6/2024 3:19:05 PM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA BETTER HEALTH,
INC. (LA)",Aetna Medicare,H3239,Local CCP,HMO/HMOPOS,01/01/2019,For Profit,"CVS Health
Corporation",Philadelphia,35154,"2400 Veterans
Memorial
Boulevard, Suite
200", ,Kenner,LA,70062, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,01/25/2018,H3239,023,Submitted,8/6/2024 3:19:05 PM EDT,1,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA HEALTH AND LIFE
INSURANCE COMPANY",Aetna Medicare,H3288,Local CCP,Local PPO,01/01/2020,For Profit,"CVS Health
Corporation",Philadelphia,67380,"151 Farmington
Ave.", ,Hartford,CT,6156, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,12/10/2018,H3288,001,Submitted,8/20/2024 5:17:22 PM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA HEALTH AND LIFE
INSURANCE COMPANY",Aetna Medicare,H3288,Local CCP,Local PPO,01/01/2020,For Profit,"CVS Health
Corporation",Philadelphia,67380,"151 Farmington
Ave.", ,Hartford,CT,6156, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,12/10/2018,H3288,002,Submitted,8/20/2024 5:17:22 PM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA HEALTH AND LIFE
INSURANCE COMPANY",Aetna Medicare,H3288,Local CCP,Local PPO,01/01/2020,For Profit,"CVS Health
Corporation",Philadelphia,67380,"151 Farmington
Ave.", ,Hartford,CT,6156, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,12/10/2018,H3288,003,Submitted,8/20/2024 5:17:30 PM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA HEALTH AND LIFE
INSURANCE COMPANY",Aetna Medicare,H3288,Local CCP,Local PPO,01/01/2020,For Profit,"CVS Health
Corporation",Philadelphia,67380,"151 Farmington
Ave.", ,Hartford,CT,6156, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,12/10/2018,H3288,004,Submitted,8/6/2024 2:50:57 PM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA HEALTH AND LIFE
INSURANCE COMPANY",Aetna Medicare,H3288,Local CCP,Local PPO,01/01/2020,For Profit,"CVS Health
Corporation",Philadelphia,67380,"151 Farmington
Ave.", ,Hartford,CT,6156, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,12/10/2018,H3288,005,Submitted,8/20/2024 5:17:30 PM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA HEALTH AND LIFE
INSURANCE COMPANY",Aetna Medicare,H3288,Local CCP,Local PPO,01/01/2020,For Profit,"CVS Health
Corporation",Philadelphia,67380,"151 Farmington
Ave.", ,Hartford,CT,6156, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,12/10/2018,H3288,006,Submitted,8/20/2024 5:17:30 PM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA HEALTH AND LIFE
INSURANCE COMPANY",Aetna Medicare,H3288,Local CCP,Local PPO,01/01/2020,For Profit,"CVS Health
Corporation",Philadelphia,67380,"151 Farmington
Ave.", ,Hartford,CT,6156, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,12/10/2018,H3288,007,Submitted,8/20/2024 5:17:30 PM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA HEALTH AND LIFE
INSURANCE COMPANY",Aetna Medicare,H3288,Local CCP,Local PPO,01/01/2020,For Profit,"CVS Health
Corporation",Philadelphia,67380,"151 Farmington
Ave.", ,Hartford,CT,6156, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,12/10/2018,H3288,008,Submitted,8/20/2024 5:17:31 PM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
"AETNA HEALTH AND LIFE
INSURANCE COMPANY",Aetna Medicare,H3288,Local CCP,Local PPO,01/01/2020,For Profit,"CVS Health
Corporation",Philadelphia,67380,"151 Farmington
Ave.", ,Hartford,CT,6156, ,Customer Service,Aetna, ,1-800-624-0756, , ,CustomerService@aetna.com,"151 Farmington
Avenue", ,Hartford,CT,6156,12/10/2018,H3288,009,Submitted,8/20/2024 5:17:31 PM EDT,2,,,,,$0 - $4150,$4151 - $6750,$6751 - $9350
